date,Regime_1,Regime_2,Most_Likely
2013-06-30,6.72501886953267e-05,0.9999327498113046,1
2013-07-31,0.11204181403189117,0.8879581859681099,1
2013-08-31,0.7012284263222276,0.2987715736777727,0
2013-09-30,2.4133581402475818e-15,0.9999999999999964,1
2013-10-31,2.95717250002677e-109,1.0,1
2013-11-30,6.803839387474759e-10,0.9999999993196163,1
2013-12-31,0.9964228871682496,0.003577112831750015,0
2014-01-31,7.414714194323524e-14,0.9999999999999254,1
2014-02-28,0.010021365654464154,0.9899786343455372,1
2014-03-31,0.9992236773225286,0.0007763226774722775,0
2014-04-30,6.38057572556654e-14,0.999999999999936,1
2014-05-31,0.9983723818621044,0.001627618137895032,0
2014-06-30,0.00012136518534957216,0.9998786348146521,1
2014-07-31,0.0036818619818426387,0.9963181380181583,1
2014-08-31,0.9981225495355387,0.0018774504644616826,0
2014-09-30,7.046320669021132e-06,0.9999929536793308,1
2014-10-31,0.8885645516654308,0.11143544833457072,0
2014-11-30,0.9982426558462227,0.0017573441537764756,0
2014-12-31,2.926082753676385e-14,0.9999999999999716,1
2015-01-31,0.04207065437088009,0.9579293456291204,1
2015-02-28,4.5075722030955406e-11,0.9999999999549232,1
2015-03-31,3.4968988080416003e-13,0.9999999999996518,1
2015-04-30,0.9999984614091387,1.5385908592508623e-06,0
2015-05-31,0.991513918300102,0.008486081699897528,0
2015-06-30,0.9988108412722352,0.0011891587277662343,0
2015-07-31,1.428167147096948e-09,0.9999999985718304,1
2015-08-31,1.4808028445626157e-116,1.0,1
2015-09-30,2.2363352673079215e-17,1.0,1
2015-10-31,0.9744557172584839,0.025544282741517505,0
2015-11-30,1.3158512800791686e-102,1.0,1
2015-12-31,2.199173022073321e-78,1.0,1
2016-01-31,0.0005183439867316496,0.9994816560132667,1
2016-02-29,0.9998193102181265,0.00018068978187219466,0
2016-03-31,0.9936957006924765,0.006304299307523084,0
2016-04-30,0.9999977419990478,2.258000953446052e-06,0
2016-05-31,0.9999326413698552,6.735863014525876e-05,0
2016-06-30,0.9999253912654319,7.460873456808477e-05,0
2016-07-31,0.999950460484233,4.9539515766779025e-05,0
2016-08-31,0.9996479343062948,0.0003520656937053158,0
2016-09-30,0.9998582991529219,0.00014170084707736556,0
2016-10-31,0.9986495141279199,0.0013504858720796277,0
2016-11-30,1.0510619943437011e-12,0.9999999999989484,1
2016-12-31,5.125888778462483e-10,0.9999999994874109,1
2017-01-31,0.9984324960548784,0.0015675039451223517,0
2017-02-28,0.9993610698457697,0.0006389301542297609,0
2017-03-31,2.8405497640076614e-12,0.9999999999971578,1
2017-04-30,0.9934903025280968,0.006509697471903394,0
2017-05-31,0.9891718280276582,0.010828171972340433,0
2017-06-30,0.9864480866822013,0.013551913317798793,0
2017-07-31,0.9991181108060097,0.0008818891939920407,0
2017-08-31,0.9956322846514029,0.0043677153485956475,0
2017-09-30,0.9990227601166553,0.000977239883346496,0
2017-10-31,0.9998639811387086,0.00013601886128981061,0
2017-11-30,0.9978963415893293,0.002103658410669233,0
2017-12-31,0.9969602550818277,0.0030397449181710934,0
2018-01-31,0.9996267084849749,0.0003732915150259174,0
2018-02-28,0.9887296545669589,0.011270345433040296,0
2018-03-31,0.9576374291912078,0.04236257080879353,0
2018-04-30,0.9768438424605416,0.02315615753945737,0
2018-05-31,0.9999324856526772,6.751434732217908e-05,0
2018-06-30,0.9999524051823416,4.759481765913724e-05,0
2018-07-31,0.9999060271920576,9.397280794300379e-05,0
2018-08-31,0.998979437717112,0.0010205622828875166,0
2018-09-30,0.9993602312967228,0.000639768703278853,0
2018-10-31,0.96669771438344,0.03330228561656025,0
2018-11-30,0.9857087947281602,0.014291205271838433,0
2018-12-31,0.06348198667650853,0.9365180133234926,1
2019-01-31,0.9999511352374988,4.886476250277576e-05,0
2019-02-28,0.9973668639981698,0.002633136001830401,0
2019-03-31,0.9994839907293678,0.0005160092706311821,0
2019-04-30,0.9997679317738296,0.0002320682261700518,0
2019-05-31,0.9420861035005145,0.05791389649948553,0
2019-06-30,0.9996671342246519,0.00033286577534696383,0
2019-07-31,0.9998755616622031,0.0001244383377967367,0
2019-08-31,0.8777917334081496,0.12220826659185119,0
2019-09-30,0.9982844424496597,0.0017155575503388354,0
2019-10-31,0.9869050405646251,0.013094959435374665,0
2019-11-30,0.998590892106558,0.0014091078934421275,0
2019-12-31,0.9989211720060235,0.0010788279939773437,0
2020-01-31,0.9888957064324825,0.011104293567517028,0
2020-02-29,0.01834153770363337,0.9816584622963662,1
2020-03-31,1.8530669167469024e-26,1.0,1
2020-04-30,5.392053013507242e-17,1.0,1
2020-05-31,0.9999990206673423,9.793326592661865e-07,0
2020-06-30,2.134834905218113e-09,0.9999999978651637,1
2020-07-31,7.451097623285677e-06,0.9999925489023753,1
2020-08-31,5.7919216600316524e-15,0.9999999999999929,1
2020-09-30,0.9474238844403866,0.052576115559614583,0
2020-10-31,0.008183136009746789,0.9918168639902544,1
2020-11-30,1.0,1.4063356201437165e-17,0
2020-12-31,0.9900567459383682,0.009943254061633114,0
2021-01-31,0.00018339603046581325,0.9998166039695354,1
2021-02-28,7.074712638717476e-16,1.0,1
2021-03-31,0.0005134411410646474,0.9994865588589379,1
2021-04-30,2.350043092944405e-19,1.0,1
2021-05-31,2.658677098221193e-09,0.9999999973413196,1
2021-06-30,1.957929611266395e-71,1.0,1
2021-07-31,9.427920170108393e-07,0.9999990572079834,1
2021-08-31,0.9994177709750351,0.0005822290249643602,0
2021-09-30,0.9702848992882027,0.02971510071179771,0
2021-10-31,1.0682082133291739e-11,0.999999999989317,1
2021-11-30,3.5206660691569976e-12,0.9999999999964828,1
2021-12-31,1.6842803286959013e-11,0.9999999999831566,1
2022-01-31,3.1521151035677965e-108,1.0,1
2022-02-28,4.220574030391397e-86,1.0,1
2022-03-31,1.3301677039792677e-49,1.0,1
2022-04-30,3.3312955520369145e-35,1.0,1
2022-05-31,4.638303831516814e-53,1.0,1
2022-06-30,2.269585640022238e-28,1.0,1
2022-07-31,4.5606632078198464e-17,1.0,1
2022-08-31,1.8340841931864703e-07,0.9999998165915817,1
2022-09-30,1.1668133188085861e-11,0.9999999999883329,1
2022-10-31,1.949513547962482e-10,0.9999999998050484,1
2022-11-30,0.9926234779096931,0.007376522090307012,0
2022-12-31,0.0011623946836107628,0.9988376053163903,1
2023-01-31,0.9904195451791558,0.00958045482084367,0
2023-02-28,0.007720656436134468,0.9922793435638672,1
2023-03-31,0.9317250959070938,0.06827490409290561,0
2023-04-30,0.1598837086001079,0.8401162913998912,1
2023-05-31,0.9846907106906692,0.015309289309329857,0
2023-06-30,0.9704999570864897,0.02950004291351025,0
2023-07-31,0.9969799280469409,0.003020071953058439,0
2023-08-31,0.9939837148095065,0.006016285190492078,0
2023-09-30,0.998801084172906,0.0011989158270954248,0
2023-10-31,0.4787845643017013,0.5212154356982986,1
2023-11-30,0.999986609301878,1.3390698121790371e-05,0
2023-12-31,0.9905873663308318,0.009412633669167475,0
2024-01-31,0.9990711073653574,0.0009288926346418038,0
2024-02-29,0.9947388108663624,0.005261189133638693,0
2024-03-31,0.9999195387601494,8.046123984901699e-05,0
2024-04-30,0.9714483519414616,0.028551648058537334,0
2024-05-31,0.990709280940547,0.00929071905945301,0
2024-06-30,0.999130031670142,0.0008699683298576208,0
2024-07-31,0.0015234924265652248,0.9984765075734346,1
2024-08-31,0.9959071636932629,0.004092836306737381,0
2024-09-30,0.9773263901163181,0.022673609883681,0
2024-10-31,0.9445185991182528,0.05548140088174751,0
2024-11-30,0.9856869909551668,0.014313009044833356,0
2024-12-31,0.9990853722803329,0.0009146277196674465,0
2025-01-31,0.8359783132853807,0.16402168671461867,0
2025-02-28,0.9999341906754045,6.580932459569764e-05,0
2025-03-31,0.9121582436989614,0.08784175630103913,0
2025-04-30,0.9999975961247937,2.403875208025489e-06,0
2025-05-31,0.9989215762851184,0.0010784237148805823,0
2025-06-30,0.9959390814406182,0.004060918559380817,0
